Randomization - Using given seed 1234567890
Swapping creatures 06_fire_jinn (water_world_watery_labyrinth_area) and 0d_bugler (monster_world_false_eye_area)
Swapping creatures 0c_gaze_hopper (illusion_world_bewilderment_domain) and 04_tree_ogre (earth_world_stone_cavern)
Swapping creatures 05_dark_spirits (water_world_impure_pool_area) and 0c_ray_plant (earth_world_false_pit_cavern)
Swapping creatures 08_dark_spider (water_world_watery_labyrinth_area) and 05_dwarfling (earth_world_poisonous_cavern)
Swapping creatures 0c_demon_bat (illusion_world_gloomy_domain) and 05_blood_slime (human_world_hidden_region)
Swapping creatures 0d_dark_spider (earth_world_poisonous_cavern) and 04_acid_skull (fire_world_ashen_cavern)
Swapping creatures 06_oblid (earth_world_rotting_cavern) and 01_myconid (earth_world_false_pit_cavern)
Swapping creatures 08_wyvern (earth_world_rotting_cavern) and 05_earth_knight (water_world_watery_labyrinth_area)
Swapping creatures 09_steel_servant (monster_world_screeching_area) and 01_horned_skull (death_world_dark_castle_layer)
Swapping creatures 0e_rotting_face (illusion_world_worship_domain) and 02_sand_leech_b (illusion_world_bewilderment_domain)
Swapping creatures 0d_slasher (death_world_lingering_curse_layer) and 08_dark_spider (earth_world_poisonous_cavern)
Swapping creatures 08_war_demon_1 (death_world_lingering_curse_layer) and 05_acid_pod (illusion_world_bewilderment_domain)
Swapping creatures 05_dweller (human_world_hidden_region) and 0a_warpoor (human_world_solitary_region)
Swapping creatures 09_iron_crusher (earth_world_poisonous_cavern) and 0a_cocoon_plant (water_world_watery_labyrinth_area)
Swapping creatures 05_blood_brain (water_world_sunken_river_area) and 0c_maristella (death_world_gate_of_the_dead)
Swapping creatures 08_apocrypha (water_world_white_rain_area) and 04_tree_ogre (illusion_world_bewilderment_domain)
Swapping creatures 0d_death_serpent (earth_world_quaking_cavern) and 09_dwarf_warrior (water_world_white_rain_area)
Swapping creatures 08_hermit_crab (fire_world_molten_cavern) and 09_koazul (water_world_impure_pool_area)
Swapping creatures 0c_barrel_snail (death_world_dark_castle_layer) and 04_tree_ogre (water_world_white_rain_area)
Swapping creatures 02_gordoral (earth_world_poisonous_cavern) and 08_dark_spider (monster_world_false_eye_area)
Swapping creatures 04_berzerker (earth_world_quaking_cavern) and 04_acid_slime (water_world_impure_pool_area)
Swapping creatures 08_torg (monster_world_screeching_area) and 0c_barrel_snail (water_world_white_rain_area)
Swapping creatures 04_king_hopper (death_world_dark_castle_layer) and 02_karasu (water_world_watery_labyrinth_area)
Swapping creatures 09_freak (fire_world_burning_cavern) and 01_chirper (fire_world_molten_cavern)
Swapping creatures 05_gargaral (fire_world_ashen_cavern) and 01_acid_slime (illusion_world_worship_domain)
Swapping creatures 0a_cursed_demon (human_world_solitary_region) and 06_oblid (earth_world_false_pit_cavern)
Swapping creatures 01_dweller (fire_world_phoenix_cave) and 0a_cocoon_plant (earth_world_poisonous_cavern)
Swapping creatures 02_gordoral (monster_world_false_eye_area) and 0c_gaze_hopper (earth_world_stone_cavern)
Swapping creatures 04_dark_spirits (earth_world_rotting_cavern) and 02_mystic_tower (human_world_forgotten_region)
Swapping creatures 00_night_howler (human_world_hidden_region) and 00_winged_worm (fire_world_ashen_cavern)
Swapping creatures 01_gargaral (fire_world_burning_cavern) and 08_dark_spider (death_world_lingering_curse_layer)
Difficulty medium, factor 1
