Randomization - Using given seed 1234567890
Applying factor 0.3333333333333333 to item item_86_gauntlet_of_resist. Attributes str 0 spd 15 def 9 bal 0 sla 10 smh 5 pir 4 spr 0 foc 0 ham 6 pur 0 par 38 mel 0 sol 4 hp 0 weight 126 max_dura 11 dura 5
Removing ATTR_HP_RECOVERY from equip item_87_swift_gauntlet
Applying factor 0.3333333333333333 to item item_87_swift_gauntlet. Attributes str 0 spd 26 def 9 bal 0 sla 11 smh 5 pir 5 spr 0 foc 0 ham 0 pur 0 par 32 mel 0 sol 15 hp 0 weight 123 max_dura 11 dura 3
Applying factor 0.3333333333333333 to item item_88_deadly_gauntlet. Attributes str 0 spd 18 def 10 bal 0 sla 12 smh 5 pir 5 spr 0 foc 0 ham 0 pur 0 par 27 mel 0 sol 3 hp 0 weight 123 max_dura 12 dura 10
Applying factor 0.3333333333333333 to item item_89_arm_guard. Attributes str 0 spd 23 def 15 bal 0 sla 10 smh 17 pir 6 spr 0 foc 0 ham 0 pur 0 par 31 mel 0 sol 0 hp 0 weight 186 max_dura 14 dura 6
Applying factor 0.3333333333333333 to item item_8a_arm_guard_of_composure. Attributes str 0 spd 22 def 15 bal 0 sla 10 smh 17 pir 6 spr 0 foc 16 ham 0 pur 0 par 37 mel 0 sol 0 hp 0 weight 183 max_dura 12 dura 4
Applying factor 0.3333333333333333 to item item_8b_deadly_arm_guard. Attributes str 0 spd 27 def 13 bal 0 sla 10 smh 16 pir 5 spr 0 foc 0 ham 0 pur 0 par 33 mel 0 sol 0 hp 0 weight 183 max_dura 14 dura 0
Applying factor 0.3333333333333333 to item item_8c_master_arm_guard. Attributes str 13 spd 21 def 17 bal 0 sla 14 smh 15 pir 14 spr 0 foc 0 ham 0 pur 13 par 39 mel 15 sol 0 hp 0 weight 200 max_dura 18 dura 17
Applying factor 0.3333333333333333 to item item_8d_leather_boots. Attributes str 3 spd 0 def 3 bal 4 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 8 sol 0 hp 0 weight 63 max_dura 4 dura 4
Applying factor 0.3333333333333333 to item item_8e_leather_boots. Attributes str 4 spd 0 def 4 bal 4 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 10 sol 0 hp 0 weight 60 max_dura 5 dura 3
Applying factor 0.3333333333333333 to item item_8f_hard_boots. Attributes str 5 spd 0 def 6 bal 5 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 12 sol 0 hp 0 weight 69 max_dura 6 dura 2
Applying factor 0.3333333333333333 to item item_90_steel_boots. Attributes str 7 spd 0 def 7 bal 7 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 15 sol 0 hp 0 weight 200 max_dura 8 dura 7
Applying factor 0.3333333333333333 to item item_91_steel_boots. Attributes str 8 spd 0 def 8 bal 7 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 14 sol 0 hp 0 weight 200 max_dura 7 dura 2
Applying factor 0.3333333333333333 to item item_92_steel_boots_of_resist. Attributes str 13 spd 0 def 17 bal 13 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 18 sol 0 hp 0 weight 200 max_dura 9 dura 0
Applying factor 0.3333333333333333 to item item_93_steel_boots_of_curing. Attributes str 11 spd 0 def 9 bal 16 sla 0 smh 0 pir 0 spr 3 foc 0 ham 0 pur 13 par 0 mel 20 sol 0 hp 0 weight 198 max_dura 12 dura 9
Applying factor 0.3333333333333333 to item item_94_steel_boots_of_resist. Attributes str 10 spd 0 def 9 bal 15 sla 0 smh 0 pir 0 spr 0 foc 0 ham 11 pur 0 par 0 mel 25 sol 5 hp 0 weight 195 max_dura 13 dura 5
Applying factor 0.3333333333333333 to item item_95_caustic_steel_boots. Attributes str 12 spd 0 def 10 bal 16 sla 0 smh 0 pir 0 spr 4 foc 0 ham 0 pur 0 par 0 mel 36 sol 0 hp 0 weight 198 max_dura 14 dura 1
Applying factor 0.3333333333333333 to item item_96_swift_steel_boots. Attributes str 11 spd 11 def 14 bal 23 sla 0 smh 0 pir 11 spr 0 foc 0 ham 0 pur 0 par 0 mel 26 sol 0 hp 0 weight 156 max_dura 10 dura 10
Removing ATTR_HP_RECOVERY from equip item_97_steel_boots_of_balance
Applying factor 0.3333333333333333 to item item_97_steel_boots_of_balance. Attributes str 13 spd 0 def 16 bal 34 sla 0 smh 16 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 28 sol 0 hp 0 weight 150 max_dura 11 dura 10
Applying factor 0.3333333333333333 to item item_98_steel_boots_of_resist. Attributes str 10 spd 0 def 15 bal 22 sla 0 smh 0 pir 0 spr 0 foc 0 ham 17 pur 0 par 4 mel 27 sol 7 hp 0 weight 150 max_dura 12 dura 3
Applying factor 0.3333333333333333 to item item_99_leg_guard. Attributes str 0 spd 6 def 5 bal 12 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 4 sol 0 hp 0 weight 171 max_dura 15 dura 5
Applying factor 0.3333333333333333 to item item_9a_leg_guard. Attributes str 0 spd 6 def 6 bal 12 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 4 sol 0 hp 0 weight 174 max_dura 14 dura 10
Applying factor 0.3333333333333333 to item item_9b_harden_leg_guard. Attributes str 0 spd 6 def 15 bal 13 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 5 sol 0 hp 0 weight 171 max_dura 16 dura 15
Applying factor 0.3333333333333333 to item item_9c_fiery_leg_guard. Attributes str 0 spd 13 def 10 bal 24 sla 0 smh 3 pir 0 spr 0 foc 0 ham 0 pur 0 par 7 mel 7 sol 0 hp 0 weight 129 max_dura 10 dura 1
Applying factor 0.3333333333333333 to item item_9d_frosty_leg_guard. Attributes str 0 spd 16 def 12 bal 27 sla 0 smh 0 pir 4 spr 0 foc 0 ham 0 pur 0 par 6 mel 14 sol 0 hp 0 weight 126 max_dura 13 dura 3
Applying factor 0.3333333333333333 to item item_9e_leg_guard_of_protect. Attributes str 0 spd 14 def 11 bal 25 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 33 sol 0 hp 0 weight 108 max_dura 11 dura 1
Applying factor 0.3333333333333333 to item item_9f_caustic_leg_guard. Attributes str 0 spd 15 def 13 bal 26 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 34 sol 0 hp 0 weight 108 max_dura 12 dura 4
Applying factor 0.3333333333333333 to item item_a0_holy_leg_guard. Attributes str 17 spd 16 def 14 bal 29 sla 14 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 5 mel 32 sol 7 hp 0 weight 90 max_dura 10 dura 10
Applying factor 0.3333333333333333 to item item_a1_buckler. Attributes str 5 spd 0 def 8 bal 10 sla 0 smh 0 pir 0 spr 0 foc 6 ham 8 pur 9 par 0 mel 0 sol 0 hp 0 weight 48 max_dura 3 dura 2
Applying factor 0.3333333333333333 to item item_a2_buckler. Attributes str 4 spd 0 def 9 bal 9 sla 0 smh 0 pir 0 spr 0 foc 5 ham 9 pur 9 par 0 mel 0 sol 0 hp 0 weight 48 max_dura 3 dura 2
Applying factor 0.3333333333333333 to item item_a3_small_shield. Attributes str 6 spd 0 def 11 bal 12 sla 0 smh 0 pir 0 spr 0 foc 7 ham 12 pur 15 par 0 mel 0 sol 0 hp 0 weight 96 max_dura 13 dura 7
Applying factor 0.3333333333333333 to item item_a4_small_shield. Attributes str 6 spd 0 def 11 bal 12 sla 0 smh 0 pir 0 spr 0 foc 8 ham 12 pur 15 par 0 mel 0 sol 0 hp 0 weight 93 max_dura 14 dura 10
Applying factor 0.3333333333333333 to item item_a5_shield_of_resist. Attributes str 8 spd 0 def 10 bal 11 sla 0 smh 0 pir 0 spr 6 foc 8 ham 24 pur 16 par 0 mel 0 sol 0 hp 0 weight 72 max_dura 8 dura 8
Applying factor 0.3333333333333333 to item item_a6_large_shield. Attributes str 11 spd 0 def 15 bal 14 sla 0 smh 0 pir 0 spr 0 foc 12 ham 16 pur 20 par 0 mel 0 sol 0 hp 0 weight 108 max_dura 10 dura 7
Applying factor 0.3333333333333333 to item item_a7_large_shield. Attributes str 9 spd 0 def 15 bal 15 sla 0 smh 0 pir 0 spr 0 foc 12 ham 15 pur 20 par 0 mel 0 sol 0 hp 0 weight 108 max_dura 9 dura 3
Applying factor 0.3333333333333333 to item item_a8_harden_large_shield. Attributes str 11 spd 0 def 26 bal 17 sla 0 smh 0 pir 0 spr 0 foc 10 ham 14 pur 19 par 0 mel 0 sol 0 hp 0 weight 200 max_dura 12 dura 10
Removing ATTR_HP_RECOVERY from equip item_a9_large_shield_of_balance
Applying factor 0.3333333333333333 to item item_a9_large_shield_of_balance. Attributes str 11 spd 0 def 16 bal 27 sla 0 smh 0 pir 0 spr 0 foc 12 ham 15 pur 21 par 1 mel 2 sol 2 hp 0 weight 200 max_dura 11 dura 2
Applying factor 0.3333333333333333 to item item_aa_fiery_large_shield. Attributes str 9 spd 0 def 13 bal 14 sla 0 smh 0 pir 0 spr 4 foc 13 ham 16 pur 22 par 11 mel 0 sol 0 hp 0 weight 200 max_dura 11 dura 7
Applying factor 0.3333333333333333 to item item_ab_great_shield. Attributes str 9 spd 0 def 14 bal 14 sla 0 smh 0 pir 0 spr 5 foc 13 ham 17 pur 22 par 10 mel 0 sol 0 hp 0 weight 200 max_dura 12 dura 2
Applying factor 0.3333333333333333 to item item_ac_great_shield. Attributes str 8 spd 0 def 21 bal 18 sla 0 smh 0 pir 0 spr 0 foc 20 ham 29 pur 29 par 0 mel 0 sol 0 hp 0 weight 200 max_dura 13 dura 4
Removing ATTR_HP_RECOVERY from equip item_ad_great_shield_of_balance
Applying factor 0.3333333333333333 to item item_ad_great_shield_of_balance. Attributes str 8 spd 0 def 23 bal 29 sla 0 smh 0 pir 0 spr 0 foc 21 ham 28 pur 30 par 4 mel 5 sol 3 hp 0 weight 200 max_dura 12 dura 12
Applying factor 0.3333333333333333 to item item_ae_shining_great_shield. Attributes str 9 spd 0 def 22 bal 19 sla 0 smh 0 pir 0 spr 8 foc 23 ham 30 pur 31 par 0 mel 0 sol 11 hp 0 weight 200 max_dura 14 dura 7
Applying factor 0.3333333333333333 to item item_af_dark_great_shield. Attributes str 9 spd 0 def 24 bal 19 sla 0 smh 0 pir 0 spr 9 foc 24 ham 31 pur 29 par 0 mel 0 sol 13 hp 0 weight 200 max_dura 10 dura 10
Applying factor 0.3333333333333333 to item item_b0_deadly_great_shield. Attributes str 18 spd 0 def 41 bal 28 sla 6 smh 7 pir 6 spr 0 foc 26 ham 37 pur 33 par 9 mel 8 sol 7 hp 0 weight 200 max_dura 2 dura 1
Applying factor 0.3333333333333333 to item item_b1_tower_shield. Attributes str 14 spd 0 def 34 bal 24 sla 0 smh 0 pir 0 spr 0 foc 12 ham 20 pur 19 par 0 mel 0 sol 0 hp 0 weight 200 max_dura 15 dura 11
Applying factor 0.3333333333333333 to item item_b2_tower_shield. Attributes str 14 spd 0 def 33 bal 25 sla 0 smh 0 pir 0 spr 0 foc 13 ham 20 pur 18 par 0 mel 0 sol 0 hp 0 weight 200 max_dura 16 dura 10
Removing ATTR_HP_RECOVERY from equip item_b3_tower_shield_of_honor
Applying factor 0.3333333333333333 to item item_b3_tower_shield_of_honor. Attributes str 22 spd 0 def 36 bal 26 sla 0 smh 0 pir 0 spr 0 foc 14 ham 19 pur 17 par 0 mel 0 sol 0 hp 0 weight 200 max_dura 16 dura 0
Applying factor 0.3333333333333333 to item item_b4_harden_tower_shield. Attributes str 15 spd 0 def 48 bal 26 sla 0 smh 0 pir 0 spr 0 foc 12 ham 19 pur 17 par 0 mel 0 sol 0 hp 0 weight 200 max_dura 17 dura 3
Applying factor 0.3333333333333333 to item item_b5_tower_shield_of_protect. Attributes str 14 spd 0 def 35 bal 26 sla 0 smh 0 pir 0 spr 0 foc 14 ham 21 pur 20 par 0 mel 14 sol 0 hp 0 weight 200 max_dura 16 dura 13
Applying factor 0.3333333333333333 to item item_b6_caustic_tower_shield. Attributes str 14 spd 0 def 34 bal 25 sla 0 smh 0 pir 0 spr 0 foc 14 ham 21 pur 20 par 0 mel 12 sol 0 hp 0 weight 200 max_dura 16 dura 5
Removing ATTR_HP_RECOVERY from equip item_b7_tower_shield_of_balance
Applying factor 0.3333333333333333 to item item_b7_tower_shield_of_balance. Attributes str 16 spd 0 def 36 bal 33 sla 0 smh 0 pir 0 spr 0 foc 15 ham 22 pur 21 par 5 mel 10 sol 6 hp 0 weight 200 max_dura 17 dura 8
Applying factor 0.3333333333333333 to item item_b8_tower_shield_of_resist. Attributes str 13 spd 0 def 31 bal 23 sla 0 smh 0 pir 0 spr 7 foc 16 ham 37 pur 22 par 0 mel 0 sol 0 hp 0 weight 200 max_dura 16 dura 14
Applying factor 0.3333333333333333 to item item_b9_gothic_shield. Attributes str 12 spd 0 def 29 bal 20 sla 0 smh 0 pir 0 spr 0 foc 15 ham 36 pur 24 par 0 mel 0 sol 0 hp 0 weight 200 max_dura 18 dura 7
Applying factor 0.3333333333333333 to item item_ba_harden_gothic_shield. Attributes str 13 spd 0 def 43 bal 21 sla 0 smh 0 pir 0 spr 0 foc 14 ham 35 pur 23 par 0 mel 0 sol 0 hp 0 weight 200 max_dura 20 dura 15
Applying factor 0.3333333333333333 to item item_bb_gothic_shield. Attributes str 12 spd 0 def 28 bal 20 sla 0 smh 0 pir 0 spr 0 foc 14 ham 34 pur 24 par 0 mel 0 sol 0 hp 0 weight 200 max_dura 19 dura 2
Applying factor 0.3333333333333333 to item item_bc_gothic_shield_of_resist. Attributes str 10 spd 0 def 27 bal 19 sla 0 smh 0 pir 0 spr 11 foc 17 ham 48 pur 28 par 0 mel 0 sol 0 hp 0 weight 200 max_dura 20 dura 3
Removing ATTR_HP_RECOVERY from equip item_bd_gothic_shield_of_honor
Applying factor 0.3333333333333333 to item item_bd_gothic_shield_of_honor. Attributes str 19 spd 0 def 29 bal 21 sla 0 smh 0 pir 0 spr 0 foc 13 ham 35 pur 23 par 0 mel 0 sol 0 hp 0 weight 200 max_dura 18 dura 4
Removing ATTR_HP_RECOVERY from equip item_be_gothic_shield_of_balance
Applying factor 0.3333333333333333 to item item_be_gothic_shield_of_balance. Attributes str 14 spd 0 def 30 bal 32 sla 0 smh 0 pir 0 spr 0 foc 14 ham 37 pur 25 par 11 mel 7 sol 5 hp 0 weight 200 max_dura 17 dura 10
Applying factor 0.3333333333333333 to item item_bf_master_gothic_shield. Attributes str 11 spd 0 def 51 bal 34 sla 0 smh 0 pir 0 spr 0 foc 12 ham 16 pur 21 par 0 mel 0 sol 0 hp 0 weight 200 max_dura 29 dura 1
Removing ATTR_HP_RECOVERY from equip item_c0_gothic_shield_of_power
Removing ATTR_MP_RECOVERY from equip item_c0_gothic_shield_of_power
Applying factor 0.3333333333333333 to item item_c0_gothic_shield_of_power. Attributes str 21 spd 0 def 32 bal 26 sla 0 smh 0 pir 0 spr 0 foc 19 ham 39 pur 28 par 0 mel 0 sol 0 hp 0 weight 200 max_dura 22 dura 20
Applying factor 0.3333333333333333 to item item_c1_gothic_shield_of_rage. Attributes str 13 spd 0 def 10 bal 10 sla 0 smh 0 pir 0 spr 7 foc 16 ham 24 pur 18 par 0 mel 0 sol 0 hp 0 weight 144 max_dura 8 dura 3
Applying factor 0.3333333333333333 to item item_c2_shinning_gothic_shield. Attributes str 17 spd 0 def 34 bal 24 sla 0 smh 0 pir 0 spr 5 foc 21 ham 43 pur 29 par 0 mel 0 sol 14 hp 0 weight 24 max_dura 5 dura 4
Applying factor 0.3333333333333333 to item item_c3_holy_gothic_shield. Attributes str 6 spd 0 def 11 bal 13 sla 0 smh 0 pir 0 spr 10 foc 27 ham 50 pur 34 par 16 mel 16 sol 17 hp 0 weight 63 max_dura 6 dura 6
Applying factor 0.3333333333333333 to item item_c4_summoner_ring_of_fire. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 4 foc 3 ham 0 pur 0 par 25 mel 0 sol 0 hp 0 weight 0 max_dura 6 dura 6
Applying factor 0.3333333333333333 to item item_c5_summoner_ring_of_fire. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 11 pir 0 spr 5 foc 4 ham 0 pur 0 par 17 mel 0 sol 0 hp 0 weight 0 max_dura 4 dura 4
Applying factor 0.3333333333333333 to item item_c6_ring_of_fire_resist. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 7 foc 5 ham 12 pur 0 par 31 mel 0 sol 0 hp 0 weight 0 max_dura 8 dura 7
Applying factor 0.3333333333333333 to item item_c7_priest_ring_of_fire. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 8 foc 6 ham 7 pur 8 par 23 mel 0 sol 0 hp 0 weight 0 max_dura 5 dura 5
Removing ATTR_MP_RECOVERY from equip item_c8_sorcerer_ring_of_fire
Applying factor 0.3333333333333333 to item item_c8_sorcerer_ring_of_fire. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 9 foc 7 ham 0 pur 0 par 39 mel 12 sol 4 hp 0 weight 0 max_dura 4 dura 2
Applying factor 0.3333333333333333 to item item_c9_summoner_ring_of_frost. Attributes str 0 spd 9 def 0 bal 0 sla 0 smh 0 pir 0 spr 4 foc 3 ham 0 pur 0 par 14 mel 0 sol 0 hp 0 weight 0 max_dura 4 dura 4
Applying factor 0.3333333333333333 to item item_ca_summoner_ring_of_frost. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 4 foc 5 ham 0 pur 0 par 12 mel 0 sol 0 hp 0 weight 0 max_dura 6 dura 3
Applying factor 0.3333333333333333 to item item_cb_balance_ring_of_frost. Attributes str 3 spd 0 def 0 bal 7 sla 0 smh 0 pir 6 spr 5 foc 7 ham 0 pur 0 par 19 mel 0 sol 0 hp 0 weight 0 max_dura 4 dura 4
Removing ATTR_MP_RECOVERY from equip item_cc_priest_ring_of_frost
Applying factor 0.3333333333333333 to item item_cc_priest_ring_of_frost. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 7 foc 6 ham 7 pur 5 par 28 mel 0 sol 0 hp 0 weight 0 max_dura 5 dura 4
Applying factor 0.3333333333333333 to item item_cd_sorcerer_ring_of_frost. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 10 foc 7 ham 0 pur 0 par 38 mel 4 sol 6 hp 0 weight 0 max_dura 4 dura 4
Removing ATTR_HP_RECOVERY from equip item_ce_soul_ring
Applying factor 0.3333333333333333 to item item_ce_soul_ring. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 5 foc 3 ham 0 pur 0 par 0 mel 0 sol 23 hp 0 weight 0 max_dura 3 dura 1
Removing ATTR_HP_RECOVERY from equip item_cf_soul_ring
Applying factor 0.3333333333333333 to item item_cf_soul_ring. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 6 foc 6 ham 0 pur 0 par 0 mel 0 sol 31 hp 0 weight 0 max_dura 5 dura 1
Removing ATTR_HP_RECOVERY from equip item_d0_holy_ring_of_resist
Applying factor 0.3333333333333333 to item item_d0_holy_ring_of_resist. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 7 foc 5 ham 10 pur 0 par 0 mel 0 sol 26 hp 0 weight 0 max_dura 4 dura 3
Removing ATTR_HP_RECOVERY from equip item_d1_holy_ring_of_priest
Applying factor 0.3333333333333333 to item item_d1_holy_ring_of_priest. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 9 foc 7 ham 10 pur 6 par 0 mel 0 sol 39 hp 0 weight 0 max_dura 2 dura 2
Removing ATTR_HP_RECOVERY from equip item_d2_holy_ring
Applying factor 0.3333333333333333 to item item_d2_holy_ring. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 11 foc 7 ham 0 pur 0 par 14 mel 6 sol 37 hp 0 weight 0 max_dura 15 dura 7
Applying factor 0.3333333333333333 to item item_d3_dark_ring. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 3 foc 5 ham 0 pur 0 par 0 mel 0 sol 25 hp 0 weight 0 max_dura 4 dura 3
Applying factor 0.3333333333333333 to item item_d4_dark_ring. Attributes str 4 spd 4 def 0 bal 0 sla 0 smh 0 pir 0 spr 6 foc 6 ham 0 pur 0 par 0 mel 0 sol 37 hp 0 weight 0 max_dura 6 dura 5
Removing ATTR_MP_RECOVERY from equip item_d5_dark_priest_ring
Applying factor 0.3333333333333333 to item item_d5_dark_priest_ring. Attributes str 0 spd 0 def 0 bal 0 sla 5 smh 0 pir 0 spr 8 foc 7 ham 6 pur 11 par 0 mel 0 sol 32 hp 0 weight 0 max_dura 8 dura 7
Applying factor 0.3333333333333333 to item item_d6_dark_sorcerer_ring. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 9 foc 9 ham 0 pur 0 par 26 mel 24 sol 31 hp 0 weight 0 max_dura 10 dura 2
Applying factor 0.3333333333333333 to item item_d7_ring_of_poison. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 2 foc 3 ham 0 pur 0 par 0 mel 21 sol 0 hp 0 weight 0 max_dura 2 dura 1
Applying factor 0.3333333333333333 to item item_d8_ring_of_poison. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 3 foc 4 ham 0 pur 0 par 0 mel 28 sol 0 hp 0 weight 0 max_dura 6 dura 0
Applying factor 0.3333333333333333 to item item_d9_ring_of_protect. Attributes str 3 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 5 foc 5 ham 10 pur 10 par 0 mel 18 sol 0 hp 0 weight 0 max_dura 4 dura 4
Applying factor 0.3333333333333333 to item item_da_sorcerer_ring_of_poison. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 6 foc 7 ham 0 pur 0 par 22 mel 39 sol 10 hp 0 weight 0 max_dura 5 dura 3
Applying factor 0.3333333333333333 to item item_db_caustic_ring. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 2 foc 2 ham 0 pur 0 par 0 mel 26 sol 0 hp 0 weight 0 max_dura 7 dura 6
Applying factor 0.3333333333333333 to item item_dc_caustic_ring. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 2 foc 4 ham 0 pur 0 par 0 mel 30 sol 0 hp 0 weight 0 max_dura 1 dura 1
Applying factor 0.3333333333333333 to item item_dd_caustic_priest_ring. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 5 foc 5 ham 13 pur 9 par 0 mel 22 sol 0 hp 0 weight 0 max_dura 3 dura 3
Applying factor 0.3333333333333333 to item item_de_caustic_sorcerer_ring. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 6 foc 6 ham 0 pur 0 par 16 mel 35 sol 5 hp 0 weight 0 max_dura 8 dura 5
Applying factor 0.3333333333333333 to item item_df_ring_of_desire. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 17 mel 28 sol 17 hp 0 weight 0 max_dura 6 dura 5
Applying factor 0.3333333333333333 to item item_e0_ring_of_ice. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 29 mel 16 sol 17 hp 0 weight 0 max_dura 9 dura 2
Applying factor 0.3333333333333333 to item item_e1_ring_of_dark_souls. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 17 mel 17 sol 27 hp 0 weight 0 max_dura 5 dura 3
Applying factor 0.3333333333333333 to item item_e2_black_ring. Attributes str 5 spd 11 def 0 bal 0 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0 hp 0 weight 0 max_dura 11 dura 10
Applying factor 0.3333333333333333 to item item_e3_ring_of_seal. Attributes str 4 spd 10 def 0 bal 0 sla 10 smh 10 pir 9 spr 11 foc 11 ham 10 pur 10 par 40 mel 41 sol 36 hp 0 weight 0 max_dura 8 dura 6
Removing ATTR_HP_RECOVERY from equip item_e4_ring_of_dead_spirit
Removing ATTR_MP_RECOVERY from equip item_e4_ring_of_dead_spirit
Applying factor 0.3333333333333333 to item item_e4_ring_of_dead_spirit. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 8 foc 6 ham 0 pur 0 par 36 mel 34 sol 34 hp 0 weight 0 max_dura 14 dura 13
Applying factor 0.3333333333333333 to item item_e5_ring_of_rage. Attributes str 0 spd 0 def 0 bal 0 sla 11 smh 10 pir 12 spr 3 foc 5 ham 0 pur 4 par 0 mel 0 sol 7 hp 0 weight 0 max_dura 1 dura 1
Applying factor 0.3333333333333333 to item item_e6_ring_of_drain. Attributes str 0 spd 0 def 0 bal 0 sla 0 smh 0 pir 0 spr 11 foc 7 ham 7 pur 0 par 0 mel 0 sol 34 hp 0 weight 0 max_dura 1 dura 1
Applying factor 0.3333333333333333 to item item_e7_bracelet_of_resist. Attributes str 0 spd 8 def 0 bal 0 sla 4 smh 4 pir 2 spr 0 foc 0 ham 18 pur 9 par 0 mel 0 sol 0 hp 0 weight 21 max_dura 0 dura 0
Applying factor 0.3333333333333333 to item item_e8_bracelet_of_balance. Attributes str 0 spd 7 def 0 bal 11 sla 3 smh 2 pir 4 spr 0 foc 0 ham 7 pur 6 par 0 mel 0 sol 0 hp 0 weight 24 max_dura 0 dura 0
Applying factor 0.3333333333333333 to item item_e9_bracelet_of_movement. Attributes str 0 spd 16 def 0 bal 0 sla 8 smh 3 pir 3 spr 0 foc 0 ham 6 pur 5 par 0 mel 0 sol 0 hp 0 weight 18 max_dura 0 dura 0
Applying factor 0.3333333333333333 to item item_ea_bracelet_of_composure. Attributes str 0 spd 8 def 0 bal 0 sla 6 smh 7 pir 3 spr 0 foc 13 ham 8 pur 8 par 0 mel 0 sol 0 hp 0 weight 21 max_dura 0 dura 0
Applying factor 0.3333333333333333 to item item_eb_bracelet_of_curing. Attributes str 0 spd 8 def 0 bal 0 sla 6 smh 2 pir 1 spr 0 foc 0 ham 7 pur 19 par 0 mel 0 sol 0 hp 0 weight 27 max_dura 0 dura 0
Applying factor 0.3333333333333333 to item item_ec_bracelet_of_recovery. Attributes str 0 spd 7 def 0 bal 0 sla 3 smh 5 pir 1 spr 0 foc 0 ham 6 pur 8 par 0 mel 0 sol 0 hp 0 weight 21 max_dura 0 dura 0
Applying factor 0.3333333333333333 to item item_ed_mind_bracelet. Attributes str 0 spd 7 def 0 bal 0 sla 6 smh 2 pir 1 spr 9 foc 0 ham 8 pur 10 par 0 mel 0 sol 0 hp 0 weight 12 max_dura 0 dura 0
Applying factor 0.3333333333333333 to item item_ee_mighty_ring. Attributes str 0 spd 5 def 0 bal 0 sla 11 smh 10 pir 6 spr 0 foc 0 ham 6 pur 6 par 4 mel 4 sol 3 hp 0 weight 12 max_dura 0 dura 0
Applying factor 0.3333333333333333 to item item_ef_deadly_bracelet. Attributes str 0 spd 9 def 0 bal 0 sla 4 smh 3 pir 5 spr 0 foc 0 ham 5 pur 3 par 0 mel 0 sol 0 hp 0 weight 9 max_dura 0 dura 0
Applying factor 0.3333333333333333 to item item_f0_guardian_bracelet. Attributes str 5 spd 5 def 4 bal 3 sla 6 smh 5 pir 3 spr 0 foc 0 ham 13 pur 12 par 0 mel 0 sol 0 hp 0 weight 30 max_dura 0 dura 0
