Creature Name,Power Score,HP,Area Score,Area,STR,SPD,DEF,BAL,SLA,SMH,PIR,SPR,FOC,HAM,PUR,PAR,MEL,SOL,Attack1,Attack2,Magic1,Physical Attacks (0x20),Magic Attacks (0x30)
05_blood_skull,295,263,3,"human_world_forgotten_region",0,1,0,0,1,0,0,0,0,0,0,0,0,0,11,9,0,"15/13/21","55"
02_tongue_imp,285,162,5,"earth_world_rotting_cavern",1,0,0,0,0,0,0,1,0,0,0,0,0,1,12,15,0,"","243"
06_tongue_imp,285,162,5,"earth_world_poisonous_cavern",1,0,0,0,0,0,0,1,0,0,0,0,0,1,12,15,0,"","243"
01_shadow_spider,283,240,2,"human_world_cursed_region",0,0,1,1,0,1,0,0,0,0,0,0,0,0,12,13,0,"3/61/2","52"
09_shadow_spider,283,240,13,"illusion_world_bewilderment_domain",0,0,1,1,0,1,0,0,0,0,0,0,0,0,12,13,0,"3/61/2","52"
09_imp,282,308,5,"earth_world_rotting_cavern",0,1,0,0,2,0,0,0,0,0,0,0,0,0,10,11,0,"","56"
09_demon_bat,253,135,1,"human_world_solitary_region",0,0,0,0,0,1,1,0,1,1,0,1,0,0,14,20,0,"","48; 48"
01_demon_bat,253,135,6,"earth_world_stone_cavern",0,0,0,0,0,1,1,0,1,1,0,1,0,0,14,20,0,"","48; 48"
02_blood_slime,188,96,3,"human_world_forgotten_region",0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,0,"13/12/16","50"
09_blood_slime,188,96,5,"earth_world_rotting_cavern",0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,0,"13/12/16","50"
05_blood_slime,188,96,13,"illusion_world_bewilderment_domain",0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,0,"13/12/16","50"
01_blood_slime,188,96,19,"water_world_watery_labyrinth_area",0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,0,"13/12/16","50"
08_dark_spider,182,121,2,"human_world_hidden_region",1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,8,0,"9/10/20; 11/13/28",""
00_dark_spider,182,121,10,"water_world_impure_pool_area",1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,8,0,"9/10/20; 11/13/28",""
0c_hanging_dead,180,200,5,"earth_world_poisonous_cavern",0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5,0,"","65"
00_acid_slime,154,95,13,"death_world_lingering_curse_layer",0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,"10/11/13","49"
01_acid_slime,154,95,16,"monster_world_false_eye_area",0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,"10/11/13","49"
04_acid_slime,154,95,19,"water_world_watery_labyrinth_area",0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,"10/11/13","49"
00_sand_leech_a,136,50,2,"human_world_hidden_region",0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,7,0,"","69/16"
05_dwarfling,133,1,1,"human_world_solitary_region",0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,6,"",""
