Randomization - Using given seed 1234567890
Applying factor 2 to item item_4a_crown_of_composure. Attributes str 0 spd 0 def 22 bal 0 sla 0 smh 0 pir 0 spr 100 foc 100 ham 22 pur 62 par 32 mel 40 sol 100 hp 0 weight 7 max_dura 42 dura 0
Removing ATTR_HP_RECOVERY from equip item_4b_wizard_crown
Applying factor 2 to item item_4b_wizard_crown. Attributes str 0 spd 0 def 16 bal 0 sla 0 smh 0 pir 0 spr 100 foc 100 ham 32 pur 50 par 46 mel 36 sol 100 hp 0 weight 5 max_dura 16 dura 16
Applying factor 2 to item item_4c_devil_crown. Attributes str 86 spd 0 def 42 bal 0 sla 0 smh 0 pir 22 spr 100 foc 100 ham 44 pur 0 par 42 mel 42 sol 100 hp 0 weight 3 max_dura 36 dura 26
Applying factor 2 to item item_4d_helm. Attributes str 16 spd 0 def 38 bal 0 sla 0 smh 0 pir 0 spr 82 foc 98 ham 0 pur 0 par 0 mel 0 sol 88 hp 0 weight 14 max_dura 68 dura 36
Applying factor 2 to item item_4e_helm. Attributes str 16 spd 0 def 34 bal 0 sla 0 smh 0 pir 0 spr 74 foc 100 ham 0 pur 0 par 0 mel 0 sol 72 hp 0 weight 13 max_dura 76 dura 56
Applying factor 2 to item item_4f_magical_helm. Attributes str 0 spd 0 def 26 bal 0 sla 0 smh 0 pir 0 spr 100 foc 96 ham 0 pur 0 par 0 mel 0 sol 70 hp 0 weight 12 max_dura 66 dura 48
Applying factor 2 to item item_50_full_helm. Attributes str 26 spd 0 def 48 bal 0 sla 0 smh 0 pir 0 spr 100 foc 100 ham 0 pur 0 par 0 mel 0 sol 94 hp 0 weight 18 max_dura 84 dura 38
Applying factor 2 to item item_51_full_helm. Attributes str 30 spd 0 def 54 bal 0 sla 0 smh 0 pir 0 spr 100 foc 100 ham 0 pur 0 par 0 mel 0 sol 100 hp 0 weight 17 max_dura 90 dura 80
Applying factor 2 to item item_52_full_helm_of_curing. Attributes str 22 spd 0 def 42 bal 0 sla 0 smh 0 pir 0 spr 100 foc 100 ham 0 pur 68 par 0 mel 0 sol 98 hp 0 weight 16 max_dura 90 dura 66
Applying factor 2 to item item_53_harden_full_helm. Attributes str 32 spd 0 def 88 bal 0 sla 0 smh 0 pir 0 spr 98 foc 100 ham 0 pur 0 par 0 mel 0 sol 100 hp 0 weight 16 max_dura 100 dura 26
Applying factor 2 to item item_54_fiery_full_helm. Attributes str 8 spd 0 def 38 bal 0 sla 0 smh 0 pir 0 spr 100 foc 100 ham 0 pur 0 par 38 mel 0 sol 100 hp 0 weight 15 max_dura 86 dura 14
Applying factor 2 to item item_55_great_helm. Attributes str 42 spd 0 def 72 bal 0 sla 0 smh 0 pir 0 spr 100 foc 100 ham 0 pur 0 par 0 mel 0 sol 100 hp 0 weight 19 max_dura 100 dura 30
Applying factor 2 to item item_56_great_helm. Attributes str 38 spd 0 def 74 bal 0 sla 0 smh 0 pir 0 spr 100 foc 100 ham 0 pur 0 par 0 mel 0 sol 100 hp 0 weight 19 max_dura 92 dura 32
Applying factor 2 to item item_57_harden_great_helm. Attributes str 62 spd 0 def 100 bal 0 sla 0 smh 0 pir 0 spr 100 foc 100 ham 0 pur 0 par 0 mel 0 sol 100 hp 0 weight 20 max_dura 100 dura 80
Removing ATTR_MP_RECOVERY from equip item_58_fortune_great_helm
Applying factor 2 to item item_58_fortune_great_helm. Attributes str 100 spd 0 def 100 bal 0 sla 0 smh 0 pir 0 spr 100 foc 100 ham 44 pur 98 par 36 mel 28 sol 100 hp 0 weight 21 max_dura 100 dura 26
Applying factor 2 to item item_59_mystic_great_helm. Attributes str 100 spd 0 def 100 bal 0 sla 0 smh 0 pir 38 spr 100 foc 100 ham 0 pur 0 par 0 mel 0 sol 100 hp 0 weight 24 max_dura 100 dura 12
Removing ATTR_HP_RECOVERY from equip item_5a_holy_great_helm
Applying factor 2 to item item_5a_holy_great_helm. Attributes str 68 spd 0 def 88 bal 0 sla 0 smh 0 pir 0 spr 100 foc 100 ham 22 pur 42 par 16 mel 6 sol 64 hp 0 weight 12 max_dura 64 dura 64
Applying factor 2 to item item_5b_quilted_armor. Attributes str 32 spd 0 def 20 bal 36 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0 hp 0 weight 11 max_dura 12 dura 10
Applying factor 2 to item item_5c_quilted_armor. Attributes str 28 spd 0 def 26 bal 42 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0 hp 0 weight 10 max_dura 16 dura 4
Applying factor 2 to item item_5d_leather_armor. Attributes str 50 spd 0 def 30 bal 80 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0 hp 0 weight 14 max_dura 26 dura 20
Applying factor 2 to item item_5e_leather_armor. Attributes str 52 spd 0 def 32 bal 96 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0 hp 0 weight 15 max_dura 22 dura 12
Applying factor 2 to item item_5f_magical_leather_armor. Attributes str 64 spd 0 def 42 bal 98 sla 0 smh 0 pir 0 spr 38 foc 0 ham 0 pur 0 par 0 mel 0 sol 0 hp 0 weight 20 max_dura 28 dura 26
Applying factor 2 to item item_60_scale_mail. Attributes str 80 spd 0 def 82 bal 100 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0 hp 0 weight 77 max_dura 42 dura 40
Applying factor 2 to item item_61_scale_mail. Attributes str 86 spd 0 def 76 bal 100 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0 hp 0 weight 78 max_dura 52 dura 16
Applying factor 2 to item item_62_scale_mail_of_curing. Attributes str 100 spd 0 def 80 bal 100 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 20 par 0 mel 0 sol 0 hp 0 weight 71 max_dura 46 dura 32
Applying factor 2 to item item_63_plate_mail. Attributes str 100 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0 hp 0 weight 93 max_dura 56 dura 24
Applying factor 2 to item item_64_plate_mail. Attributes str 100 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0 hp 0 weight 94 max_dura 60 dura 58
Applying factor 2 to item item_65_harden_plate_mail. Attributes str 100 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0 hp 0 weight 92 max_dura 88 dura 44
Applying factor 2 to item item_66_plate_mail_of_resist. Attributes str 100 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 0 ham 70 pur 0 par 0 mel 0 sol 0 hp 0 weight 92 max_dura 62 dura 18
Applying factor 2 to item item_67_plate_mail_of_curing. Attributes str 100 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 50 ham 0 pur 40 par 0 mel 0 sol 0 hp 0 weight 93 max_dura 58 dura 36
Removing ATTR_HP_RECOVERY from equip item_68_plate_mail
Applying factor 2 to item item_68_plate_mail. Attributes str 100 spd 0 def 100 bal 100 sla 0 smh 42 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0 hp 0 weight 99 max_dura 64 dura 60
Applying factor 2 to item item_69_magical_plate_mail. Attributes str 100 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 52 foc 0 ham 20 pur 16 par 0 mel 0 sol 0 hp 0 weight 100 max_dura 68 dura 12
Applying factor 2 to item item_6a_fiery_plate_mail. Attributes str 100 spd 0 def 100 bal 100 sla 0 smh 60 pir 0 spr 0 foc 0 ham 0 pur 0 par 38 mel 0 sol 0 hp 0 weight 99 max_dura 60 dura 12
Applying factor 2 to item item_6b_frosty_plate_mail. Attributes str 100 spd 0 def 100 bal 100 sla 0 smh 30 pir 0 spr 0 foc 0 ham 0 pur 0 par 42 mel 0 sol 0 hp 0 weight 100 max_dura 60 dura 10
Applying factor 2 to item item_6c_caustic_plate_mail. Attributes str 100 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 34 sol 0 hp 0 weight 87 max_dura 84 dura 56
Applying factor 2 to item item_6d_shining_plate_mail. Attributes str 100 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 38 foc 0 ham 0 pur 0 par 0 mel 0 sol 32 hp 0 weight 86 max_dura 72 dura 60
Applying factor 2 to item item_6e_dark_plate_mail. Attributes str 100 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 60 foc 0 ham 0 pur 0 par 0 mel 0 sol 16 hp 0 weight 87 max_dura 96 dura 10
Applying factor 2 to item item_6f_plate_mail_of_protect. Attributes str 100 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 40 sol 0 hp 0 weight 85 max_dura 60 dura 32
Removing ATTR_MP_RECOVERY from equip item_70_eternal_plate_mail
Applying factor 2 to item item_70_eternal_plate_mail. Attributes str 100 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 50 foc 0 ham 0 pur 0 par 30 mel 34 sol 28 hp 0 weight 116 max_dura 52 dura 34
Applying factor 2 to item item_71_devil_plate_mail. Attributes str 100 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 0 ham 32 pur 76 par 0 mel 0 sol 0 hp 0 weight 139 max_dura 50 dura 26
Applying factor 2 to item item_72_holy_plate_mail. Attributes str 100 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 38 ham 100 pur 0 par 0 mel 0 sol 0 hp 0 weight 74 max_dura 100 dura 96
Applying factor 2 to item item_73_full_plate. Attributes str 100 spd 100 def 100 bal 100 sla 24 smh 20 pir 30 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0 hp 0 weight 166 max_dura 84 dura 34
Applying factor 2 to item item_74_plate_mail_of_honor. Attributes str 100 spd 100 def 100 bal 100 sla 28 smh 16 pir 16 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0 hp 0 weight 181 max_dura 92 dura 60
Applying factor 2 to item item_75_harden_full_plate. Attributes str 100 spd 100 def 100 bal 100 sla 52 smh 26 pir 36 spr 0 foc 0 ham 0 pur 0 par 0 mel 0 sol 0 hp 0 weight 179 max_dura 100 dura 30
Removing ATTR_MP_RECOVERY from equip item_76_god_plate
Applying factor 2 to item item_76_god_plate. Attributes str 100 spd 100 def 100 bal 100 sla 100 smh 56 pir 62 spr 82 foc 0 ham 0 pur 0 par 24 mel 100 sol 26 hp 0 weight 197 max_dura 100 dura 100
Applying factor 2 to item item_77_plate_mail_of_rage. Attributes str 100 spd 100 def 100 bal 100 sla 100 smh 100 pir 100 spr 50 foc 0 ham 100 pur 82 par 0 mel 0 sol 100 hp 0 weight 153 max_dura 100 dura 22
Removing ATTR_HP_RECOVERY from equip item_78_knight_plate_mail
Applying factor 2 to item item_78_knight_plate_mail. Attributes str 100 spd 100 def 100 bal 100 sla 86 smh 100 pir 100 spr 24 foc 0 ham 0 pur 0 par 100 mel 0 sol 0 hp 0 weight 172 max_dura 98 dura 8
Applying factor 2 to item item_79_leather_glove. Attributes str 0 spd 82 def 12 bal 0 sla 14 smh 10 pir 26 spr 0 foc 0 ham 0 pur 0 par 68 mel 0 sol 0 hp 0 weight 3 max_dura 20 dura 16
Applying factor 2 to item item_7a_leather_glove. Attributes str 0 spd 76 def 14 bal 0 sla 12 smh 12 pir 28 spr 0 foc 0 ham 0 pur 0 par 66 mel 0 sol 0 hp 0 weight 2 max_dura 24 dura 8
Applying factor 2 to item item_7b_leather_glove. Attributes str 0 spd 88 def 12 bal 0 sla 18 smh 12 pir 26 spr 0 foc 0 ham 0 pur 0 par 74 mel 0 sol 0 hp 0 weight 2 max_dura 24 dura 10
Applying factor 2 to item item_7c_wooden_glove. Attributes str 12 spd 60 def 18 bal 0 sla 24 smh 10 pir 30 spr 0 foc 4 ham 0 pur 0 par 76 mel 0 sol 0 hp 0 weight 6 max_dura 16 dura 4
Applying factor 2 to item item_7d_wooden_glove. Attributes str 30 spd 58 def 20 bal 0 sla 26 smh 16 pir 32 spr 0 foc 6 ham 0 pur 0 par 82 mel 0 sol 0 hp 0 weight 6 max_dura 14 dura 14
Applying factor 2 to item item_7e_metal_glove. Attributes str 0 spd 48 def 28 bal 0 sla 22 smh 18 pir 36 spr 0 foc 0 ham 0 pur 0 par 100 mel 0 sol 0 hp 0 weight 11 max_dura 28 dura 24
Applying factor 2 to item item_7f_metal_glove. Attributes str 0 spd 46 def 28 bal 0 sla 20 smh 20 pir 38 spr 0 foc 0 ham 0 pur 0 par 100 mel 0 sol 0 hp 0 weight 11 max_dura 30 dura 24
Applying factor 2 to item item_80_metal_glove. Attributes str 16 spd 52 def 32 bal 0 sla 24 smh 22 pir 36 spr 0 foc 0 ham 0 pur 0 par 100 mel 0 sol 0 hp 0 weight 11 max_dura 24 dura 20
Applying factor 2 to item item_81_fiery_gauntlet. Attributes str 0 spd 22 def 38 bal 0 sla 16 smh 52 pir 14 spr 0 foc 0 ham 0 pur 0 par 100 mel 0 sol 0 hp 0 weight 17 max_dura 52 dura 36
Applying factor 2 to item item_82_caustic_hand_guard. Attributes str 0 spd 70 def 36 bal 0 sla 18 smh 60 pir 16 spr 0 foc 0 ham 0 pur 0 par 100 mel 0 sol 0 hp 0 weight 17 max_dura 56 dura 18
Applying factor 2 to item item_83_gauntlet. Attributes str 0 spd 78 def 50 bal 0 sla 68 smh 26 pir 20 spr 0 foc 0 ham 0 pur 0 par 100 mel 0 sol 0 hp 0 weight 23 max_dura 72 dura 48
Applying factor 2 to item item_84_gauntlet. Attributes str 0 spd 82 def 50 bal 0 sla 70 smh 30 pir 22 spr 0 foc 0 ham 0 pur 0 par 100 mel 0 sol 0 hp 0 weight 23 max_dura 72 dura 62
Applying factor 2 to item item_85_harden_gauntlet. Attributes str 52 spd 72 def 82 bal 0 sla 66 smh 32 pir 14 spr 0 foc 0 ham 0 pur 0 par 100 mel 0 sol 0 hp 0 weight 24 max_dura 82 dura 80
Applying factor 2 to item item_86_gauntlet_of_resist. Attributes str 0 spd 86 def 54 bal 0 sla 60 smh 30 pir 24 spr 0 foc 0 ham 36 pur 0 par 100 mel 0 sol 24 hp 0 weight 21 max_dura 66 dura 28
Removing ATTR_HP_RECOVERY from equip item_87_swift_gauntlet
Applying factor 2 to item item_87_swift_gauntlet. Attributes str 0 spd 100 def 50 bal 0 sla 64 smh 26 pir 28 spr 0 foc 0 ham 0 pur 0 par 100 mel 0 sol 86 hp 0 weight 21 max_dura 64 dura 16
Applying factor 2 to item item_88_deadly_gauntlet. Attributes str 0 spd 100 def 58 bal 0 sla 68 smh 26 pir 30 spr 0 foc 0 ham 0 pur 0 par 100 mel 0 sol 16 hp 0 weight 21 max_dura 70 dura 56
Applying factor 2 to item item_89_arm_guard. Attributes str 0 spd 100 def 90 bal 0 sla 58 smh 98 pir 34 spr 0 foc 0 ham 0 pur 0 par 100 mel 0 sol 0 hp 0 weight 31 max_dura 80 dura 32
Applying factor 2 to item item_8a_arm_guard_of_composure. Attributes str 0 spd 100 def 86 bal 0 sla 58 smh 100 pir 32 spr 0 foc 96 ham 0 pur 0 par 100 mel 0 sol 0 hp 0 weight 31 max_dura 72 dura 24
Applying factor 2 to item item_8b_deadly_arm_guard. Attributes str 0 spd 100 def 76 bal 0 sla 56 smh 94 pir 26 spr 0 foc 0 ham 0 pur 0 par 100 mel 0 sol 0 hp 0 weight 31 max_dura 84 dura 0
Applying factor 2 to item item_8c_master_arm_guard. Attributes str 76 spd 100 def 100 bal 0 sla 82 smh 86 pir 80 spr 0 foc 0 ham 0 pur 78 par 100 mel 90 sol 0 hp 0 weight 40 max_dura 100 dura 100
Applying factor 2 to item item_8d_leather_boots. Attributes str 16 spd 0 def 18 bal 24 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 46 sol 0 hp 0 weight 11 max_dura 24 dura 22
Applying factor 2 to item item_8e_leather_boots. Attributes str 20 spd 0 def 20 bal 22 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 56 sol 0 hp 0 weight 10 max_dura 28 dura 16
Applying factor 2 to item item_8f_hard_boots. Attributes str 28 spd 0 def 32 bal 26 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 72 sol 0 hp 0 weight 12 max_dura 36 dura 12
Applying factor 2 to item item_90_steel_boots. Attributes str 40 spd 0 def 40 bal 38 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 88 sol 0 hp 0 weight 42 max_dura 44 dura 40
Applying factor 2 to item item_91_steel_boots. Attributes str 44 spd 0 def 44 bal 42 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 80 sol 0 hp 0 weight 42 max_dura 40 dura 12
Applying factor 2 to item item_92_steel_boots_of_resist. Attributes str 78 spd 0 def 100 bal 74 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 100 sol 0 hp 0 weight 43 max_dura 50 dura 0
Applying factor 2 to item item_93_steel_boots_of_curing. Attributes str 66 spd 0 def 54 bal 96 sla 0 smh 0 pir 0 spr 16 foc 0 ham 0 pur 74 par 0 mel 100 sol 0 hp 0 weight 33 max_dura 72 dura 52
Applying factor 2 to item item_94_steel_boots_of_resist. Attributes str 56 spd 0 def 50 bal 88 sla 0 smh 0 pir 0 spr 0 foc 0 ham 64 pur 0 par 0 mel 100 sol 30 hp 0 weight 33 max_dura 76 dura 30
Applying factor 2 to item item_95_caustic_steel_boots. Attributes str 68 spd 0 def 58 bal 94 sla 0 smh 0 pir 0 spr 24 foc 0 ham 0 pur 0 par 0 mel 100 sol 0 hp 0 weight 33 max_dura 80 dura 4
Applying factor 2 to item item_96_swift_steel_boots. Attributes str 62 spd 64 def 84 bal 100 sla 0 smh 0 pir 66 spr 0 foc 0 ham 0 pur 0 par 0 mel 100 sol 0 hp 0 weight 26 max_dura 60 dura 56
Removing ATTR_HP_RECOVERY from equip item_97_steel_boots_of_balance
Applying factor 2 to item item_97_steel_boots_of_balance. Attributes str 78 spd 0 def 96 bal 100 sla 0 smh 96 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 100 sol 0 hp 0 weight 25 max_dura 66 dura 60
Applying factor 2 to item item_98_steel_boots_of_resist. Attributes str 60 spd 0 def 90 bal 100 sla 0 smh 0 pir 0 spr 0 foc 0 ham 100 pur 0 par 24 mel 100 sol 42 hp 0 weight 25 max_dura 68 dura 16
Applying factor 2 to item item_99_leg_guard. Attributes str 0 spd 32 def 30 bal 72 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 22 sol 0 hp 0 weight 29 max_dura 88 dura 30
Applying factor 2 to item item_9a_leg_guard. Attributes str 0 spd 32 def 32 bal 70 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 24 sol 0 hp 0 weight 29 max_dura 84 dura 60
Applying factor 2 to item item_9b_harden_leg_guard. Attributes str 0 spd 34 def 86 bal 76 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 28 sol 0 hp 0 weight 29 max_dura 96 dura 90
Applying factor 2 to item item_9c_fiery_leg_guard. Attributes str 0 spd 76 def 58 bal 100 sla 0 smh 16 pir 0 spr 0 foc 0 ham 0 pur 0 par 40 mel 38 sol 0 hp 0 weight 22 max_dura 60 dura 6
Applying factor 2 to item item_9d_frosty_leg_guard. Attributes str 0 spd 94 def 72 bal 100 sla 0 smh 0 pir 24 spr 0 foc 0 ham 0 pur 0 par 36 mel 82 sol 0 hp 0 weight 21 max_dura 76 dura 16
Applying factor 2 to item item_9e_leg_guard_of_protect. Attributes str 0 spd 84 def 64 bal 100 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 100 sol 0 hp 0 weight 18 max_dura 66 dura 4
Applying factor 2 to item item_9f_caustic_leg_guard. Attributes str 0 spd 88 def 74 bal 100 sla 0 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 0 mel 100 sol 0 hp 0 weight 18 max_dura 68 dura 22
Applying factor 2 to item item_a0_holy_leg_guard. Attributes str 100 spd 96 def 80 bal 100 sla 82 smh 0 pir 0 spr 0 foc 0 ham 0 pur 0 par 30 mel 100 sol 38 hp 0 weight 15 max_dura 56 dura 56
Applying factor 2 to item item_a1_buckler. Attributes str 28 spd 0 def 48 bal 56 sla 0 smh 0 pir 0 spr 0 foc 32 ham 46 pur 50 par 0 mel 0 sol 0 hp 0 weight 8 max_dura 18 dura 10
Applying factor 2 to item item_a2_buckler. Attributes str 24 spd 0 def 52 bal 54 sla 0 smh 0 pir 0 spr 0 foc 28 ham 50 pur 50 par 0 mel 0 sol 0 hp 0 weight 8 max_dura 14 dura 10
Applying factor 2 to item item_a3_small_shield. Attributes str 34 spd 0 def 64 bal 72 sla 0 smh 0 pir 0 spr 0 foc 42 ham 72 pur 88 par 0 mel 0 sol 0 hp 0 weight 16 max_dura 76 dura 38
Applying factor 2 to item item_a4_small_shield. Attributes str 36 spd 0 def 66 bal 72 sla 0 smh 0 pir 0 spr 0 foc 44 ham 68 pur 86 par 0 mel 0 sol 0 hp 0 weight 16 max_dura 80 dura 56
Applying factor 2 to item item_a5_shield_of_resist. Attributes str 48 spd 0 def 60 bal 66 sla 0 smh 0 pir 0 spr 36 foc 48 ham 100 pur 94 par 0 mel 0 sol 0 hp 0 weight 12 max_dura 48 dura 46
Applying factor 2 to item item_a6_large_shield. Attributes str 62 spd 0 def 90 bal 84 sla 0 smh 0 pir 0 spr 0 foc 68 ham 92 pur 100 par 0 mel 0 sol 0 hp 0 weight 18 max_dura 56 dura 42
Applying factor 2 to item item_a7_large_shield. Attributes str 54 spd 0 def 86 bal 90 sla 0 smh 0 pir 0 spr 0 foc 70 ham 90 pur 100 par 0 mel 0 sol 0 hp 0 weight 18 max_dura 52 dura 16
Applying factor 2 to item item_a8_harden_large_shield. Attributes str 66 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 60 ham 84 pur 100 par 0 mel 0 sol 0 hp 0 weight 44 max_dura 72 dura 60
Removing ATTR_HP_RECOVERY from equip item_a9_large_shield_of_balance
Applying factor 2 to item item_a9_large_shield_of_balance. Attributes str 66 spd 0 def 94 bal 100 sla 0 smh 0 pir 0 spr 0 foc 72 ham 86 pur 100 par 6 mel 10 sol 8 hp 0 weight 44 max_dura 62 dura 10
Applying factor 2 to item item_aa_fiery_large_shield. Attributes str 50 spd 0 def 78 bal 80 sla 0 smh 0 pir 0 spr 24 foc 78 ham 96 pur 100 par 64 mel 0 sol 0 hp 0 weight 44 max_dura 66 dura 40
Applying factor 2 to item item_ab_great_shield. Attributes str 54 spd 0 def 84 bal 80 sla 0 smh 0 pir 0 spr 28 foc 74 ham 100 pur 100 par 56 mel 0 sol 0 hp 0 weight 45 max_dura 70 dura 8
Applying factor 2 to item item_ac_great_shield. Attributes str 44 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 100 ham 100 pur 100 par 0 mel 0 sol 0 hp 0 weight 35 max_dura 76 dura 20
Removing ATTR_HP_RECOVERY from equip item_ad_great_shield_of_balance
Applying factor 2 to item item_ad_great_shield_of_balance. Attributes str 48 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 100 ham 100 pur 100 par 20 mel 28 sol 16 hp 0 weight 35 max_dura 70 dura 70
Applying factor 2 to item item_ae_shining_great_shield. Attributes str 50 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 46 foc 100 ham 100 pur 100 par 0 mel 0 sol 66 hp 0 weight 43 max_dura 80 dura 38
Applying factor 2 to item item_af_dark_great_shield. Attributes str 50 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 50 foc 100 ham 100 pur 100 par 0 mel 0 sol 74 hp 0 weight 43 max_dura 56 dura 56
Applying factor 2 to item item_b0_deadly_great_shield. Attributes str 100 spd 0 def 100 bal 100 sla 32 smh 42 pir 36 spr 0 foc 100 ham 100 pur 100 par 52 mel 44 sol 40 hp 0 weight 94 max_dura 10 dura 2
Applying factor 2 to item item_b1_tower_shield. Attributes str 82 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 72 ham 100 pur 100 par 0 mel 0 sol 0 hp 0 weight 54 max_dura 88 dura 64
Applying factor 2 to item item_b2_tower_shield. Attributes str 80 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 74 ham 100 pur 100 par 0 mel 0 sol 0 hp 0 weight 54 max_dura 92 dura 60
Removing ATTR_HP_RECOVERY from equip item_b3_tower_shield_of_honor
Applying factor 2 to item item_b3_tower_shield_of_honor. Attributes str 100 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 80 ham 100 pur 100 par 0 mel 0 sol 0 hp 0 weight 54 max_dura 94 dura 0
Applying factor 2 to item item_b4_harden_tower_shield. Attributes str 88 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 68 ham 100 pur 100 par 0 mel 0 sol 0 hp 0 weight 68 max_dura 100 dura 18
Applying factor 2 to item item_b5_tower_shield_of_protect. Attributes str 84 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 82 ham 100 pur 100 par 0 mel 80 sol 0 hp 0 weight 68 max_dura 92 dura 74
Applying factor 2 to item item_b6_caustic_tower_shield. Attributes str 84 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 82 ham 100 pur 100 par 0 mel 72 sol 0 hp 0 weight 68 max_dura 92 dura 26
Removing ATTR_HP_RECOVERY from equip item_b7_tower_shield_of_balance
Applying factor 2 to item item_b7_tower_shield_of_balance. Attributes str 92 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 86 ham 100 pur 100 par 26 mel 56 sol 32 hp 0 weight 46 max_dura 100 dura 46
Applying factor 2 to item item_b8_tower_shield_of_resist. Attributes str 78 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 40 foc 92 ham 100 pur 100 par 0 mel 0 sol 0 hp 0 weight 46 max_dura 96 dura 80
Applying factor 2 to item item_b9_gothic_shield. Attributes str 70 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 88 ham 100 pur 100 par 0 mel 0 sol 0 hp 0 weight 51 max_dura 100 dura 38
Applying factor 2 to item item_ba_harden_gothic_shield. Attributes str 74 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 80 ham 100 pur 100 par 0 mel 0 sol 0 hp 0 weight 51 max_dura 100 dura 88
Applying factor 2 to item item_bb_gothic_shield. Attributes str 68 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 84 ham 100 pur 100 par 0 mel 0 sol 0 hp 0 weight 58 max_dura 100 dura 12
Applying factor 2 to item item_bc_gothic_shield_of_resist. Attributes str 58 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 64 foc 100 ham 100 pur 100 par 0 mel 0 sol 0 hp 0 weight 59 max_dura 100 dura 18
Removing ATTR_HP_RECOVERY from equip item_bd_gothic_shield_of_honor
Applying factor 2 to item item_bd_gothic_shield_of_honor. Attributes str 100 spd 0 def 100 bal 100 sla 0 smh 0 pir 0 spr 0 foc 78 ham 100 pur 100 par 0 mel 0 sol 0 hp 0 weight 41 max_dura 100 dura 24
Removing ATTR_HP_RECOVERY from equip item_be_gothic_shield_of_balance
