Creature Name,Power Score,HP,Area Score,Area,STR,SPD,DEF,BAL,SLA,SMH,PIR,SPR,FOC,HAM,PUR,PAR,MEL,SOL,Attack1,Attack2,Magic1,Physical Attacks (0x20),Magic Attacks (0x30)
02_tongue_imp,334,162,1,"human_world_solitary_region",1,0,0,0,0,0,0,1,0,0,0,0,0,1,16,20,0,"","316"
06_tongue_imp,334,162,4,"human_world_forgotten_region",1,0,0,0,0,0,0,1,0,0,0,0,0,1,16,20,0,"","316"
01_blood_skull,326,263,4,"human_world_forgotten_region",0,1,0,0,1,0,0,0,0,0,0,0,0,0,15,12,0,"20/17/28","72"
05_blood_skull,326,263,4,"human_world_forgotten_region",0,1,0,0,1,0,0,0,0,0,0,0,0,0,15,12,0,"20/17/28","72"
09_shadow_spider,318,240,1,"human_world_solitary_region",0,0,1,1,0,1,0,0,0,0,0,0,0,0,16,17,0,"4/80/3","68"
01_shadow_spider,318,240,2,"human_world_cursed_region",0,0,1,1,0,1,0,0,0,0,0,0,0,0,16,17,0,"4/80/3","68"
09_imp,308,308,0,"earth_world_quaking_cavern",0,1,0,0,2,0,0,0,0,0,0,0,0,0,13,15,0,"","73"
01_demon_bat,295,135,0,"earth_world_stone_cavern",0,0,0,0,0,1,1,0,1,1,0,1,0,0,19,26,0,"","63; 63"
09_demon_bat,295,135,2,"human_world_cursed_region",0,0,0,0,0,1,1,0,1,1,0,1,0,0,19,26,0,"","63; 63"
08_dark_spider,209,121,1,"human_world_solitary_region",1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,11,0,"12/13/26; 15/17/37",""
00_dark_spider,209,121,2,"human_world_hidden_region",1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,11,0,"12/13/26; 15/17/37",""
01_blood_slime,208,96,2,"human_world_hidden_region",0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6,0,"17/16/21","65"
05_blood_slime,208,96,2,"human_world_hidden_region",0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6,0,"17/16/21","65"
02_blood_slime,208,96,2,"human_world_hidden_region",0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6,0,"17/16/21","65"
09_blood_slime,208,96,2,"human_world_cursed_region",0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6,0,"17/16/21","65"
0c_hanging_dead,198,200,0,"earth_world_poisonous_cavern",0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,7,0,"","85"
04_acid_slime,168,95,1,"human_world_solitary_region",0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,"13/15/17","64"
01_acid_slime,168,95,2,"human_world_hidden_region",0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,"13/15/17","64"
00_acid_slime,168,95,2,"human_world_cursed_region",0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,"13/15/17","64"
05_dwarfling,163,1,0,"earth_world_false_pit_cavern",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,8,"",""
00_sand_leech_a,162,50,0,"earth_world_poisonous_cavern",0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,10,0,"","90/21"
